threshold,val_human_fpr,test_human_fpr,test_macro_recall,test_macro_precision,test_f1,test_tp,test_fp,test_tn,test_fn
0.6669519123418632,0.02608695652173913,0.008695652173913044,0.05514705882352941,0.9375,0.10416666666666667,15,1,114,257
0.6717003163729198,0.02608695652173913,0.008695652173913044,0.051470588235294115,0.9333333333333333,0.0975609756097561,14,1,114,258
0.6720480667422913,0.02608695652173913,0.008695652173913044,0.04779411764705882,0.9285714285714286,0.09090909090909091,13,1,114,259
0.6725647907056813,0.02608695652173913,0.008695652173913044,0.04411764705882353,0.9230769230769231,0.08421052631578947,12,1,114,260
0.6731703982571665,0.02608695652173913,0.008695652173913044,0.04044117647058824,0.9166666666666666,0.07746478873239436,11,1,114,261
0.6760906335265554,0.02608695652173913,0.008695652173913044,0.03676470588235294,0.9090909090909091,0.0706713780918728,10,1,114,262
0.6778236285705176,0.02608695652173913,0.008695652173913044,0.03308823529411765,0.9,0.06382978723404255,9,1,114,263
0.6785018608599716,0.02608695652173913,0.008695652173913044,0.029411764705882353,0.8888888888888888,0.05693950177935943,8,1,114,264
0.6788927629802662,0.02608695652173913,0.008695652173913044,0.025735294117647058,0.875,0.05,7,1,114,265
0.6875934776958836,0.02608695652173913,0.008695652173913044,0.022058823529411766,0.8571428571428571,0.043010752688172046,6,1,114,266
0.6884106726052849,0.02608695652173913,0.008695652173913044,0.01838235294117647,0.8333333333333334,0.03597122302158273,5,1,114,267
0.696400359146752,0.02608695652173913,0.008695652173913044,0.014705882352941176,0.8,0.02888086642599278,4,1,114,268
0.6967503164432919,0.02608695652173913,0.008695652173913044,0.011029411764705883,0.75,0.021739130434782608,3,1,114,269
0.7066287469872685,0.017391304347826087,0.008695652173913044,0.007352941176470588,0.6666666666666666,0.014545454545454545,2,1,114,270
0.7091107232048218,0.017391304347826087,0.008695652173913044,0.003676470588235294,0.5,0.0072992700729927005,1,1,114,271
0.7300882309127392,0.017391304347826087,0.008695652173913044,0.0,0.0,0.0,0,1,114,272
0.6236312744339377,0.034782608695652174,0.017391304347826087,0.20220588235294118,0.9649122807017544,0.3343465045592705,55,2,113,217
0.6237574842822967,0.034782608695652174,0.017391304347826087,0.19852941176470587,0.9642857142857143,0.32926829268292684,54,2,113,218
0.6242082287942452,0.034782608695652174,0.017391304347826087,0.1948529411764706,0.9636363636363636,0.3241590214067278,53,2,113,219
0.6243109411162892,0.034782608695652174,0.017391304347826087,0.19117647058823528,0.9629629629629629,0.31901840490797545,52,2,113,220
0.6252546656588492,0.034782608695652174,0.017391304347826087,0.1875,0.9622641509433962,0.31384615384615383,51,2,113,221
0.6258092931518128,0.034782608695652174,0.017391304347826087,0.18382352941176472,0.9615384615384616,0.30864197530864196,50,2,113,222
0.6261554592888989,0.034782608695652174,0.017391304347826087,0.1801470588235294,0.9607843137254902,0.30340557275541796,49,2,113,223
0.6270680904955639,0.034782608695652174,0.017391304347826087,0.17647058823529413,0.96,0.2981366459627329,48,2,113,224
0.6271911119383483,0.034782608695652174,0.017391304347826087,0.17279411764705882,0.9591836734693877,0.29283489096573206,47,2,113,225
0.6271989268043127,0.034782608695652174,0.017391304347826087,0.16911764705882354,0.9583333333333334,0.2875,46,2,113,226
0.6277293284396498,0.034782608695652174,0.017391304347826087,0.16544117647058823,0.9574468085106383,0.28213166144200624,45,2,113,227
0.6287542000249787,0.034782608695652174,0.017391304347826087,0.16176470588235295,0.9565217391304348,0.27672955974842767,44,2,113,228
0.6287735332665917,0.034782608695652174,0.017391304347826087,0.15808823529411764,0.9555555555555556,0.27129337539432175,43,2,113,229
0.6288626194099961,0.034782608695652174,0.017391304347826087,0.15441176470588236,0.9545454545454546,0.26582278481012656,42,2,113,230
0.6306264267612786,0.034782608695652174,0.017391304347826087,0.15073529411764705,0.9534883720930233,0.26031746031746034,41,2,113,231
0.6312458950181786,0.034782608695652174,0.017391304347826087,0.14705882352941177,0.9523809523809523,0.25477707006369427,40,2,113,232
0.6357501548469773,0.034782608695652174,0.017391304347826087,0.14338235294117646,0.9512195121951219,0.24920127795527156,39,2,113,233
0.63592347549001,0.034782608695652174,0.017391304347826087,0.13970588235294118,0.95,0.24358974358974358,38,2,113,234
0.6359960877045648,0.034782608695652174,0.017391304347826087,0.13602941176470587,0.9487179487179487,0.2379421221864952,37,2,113,235
0.6389561249480273,0.034782608695652174,0.017391304347826087,0.1323529411764706,0.9473684210526315,0.23225806451612904,36,2,113,236
0.6389974166272626,0.034782608695652174,0.017391304347826087,0.12867647058823528,0.9459459459459459,0.22653721682847897,35,2,113,237
