browser_log,flow_id,decision,risk_score,rule_score,model_score,context_score,rules_triggered
logs\macro_v2\20260213_perf001_flow_20260213_oibtlk_success.json,flow_20260213_oibtlk,allow,0.18739490,0.00000000,0.46848725,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_orrvc9_success.json,flow_20260213_orrvc9,allow,0.22691726,0.00000000,0.56729315,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ozqmh4_success.json,flow_20260213_ozqmh4,allow,0.24333314,0.00000000,0.60833285,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_p9ruzw_success.json,flow_20260213_p9ruzw,allow,0.29910989,0.00000000,0.74777473,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_pnmipu_success.json,flow_20260213_pnmipu,allow,0.29925855,0.00000000,0.74814638,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q1sv1g_success.json,flow_20260213_q1sv1g,allow,0.23985779,0.00000000,0.59964447,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q428nh_success.json,flow_20260213_q428nh,allow,0.29007107,0.00000000,0.72517767,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q75b2r_success.json,flow_20260213_q75b2r,allow,0.23295462,0.00000000,0.58238656,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q77o2y_success.json,flow_20260213_q77o2y,allow,0.28196819,0.00000000,0.70492047,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q7b8eu_success.json,flow_20260213_q7b8eu,allow,0.20818405,0.00000000,0.52046013,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_q8eu42_success.json,flow_20260213_q8eu42,allow,0.26958009,0.00000000,0.67395022,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_qhb7u4_success.json,flow_20260213_qhb7u4,allow,0.29356357,0.00000000,0.73390892,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_qjo4vq_success.json,flow_20260213_qjo4vq,allow,0.27040735,0.00000000,0.67601838,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_qm5rz6_success.json,flow_20260213_qm5rz6,allow,0.28773407,0.00000000,0.71933519,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_qs3cvt_success.json,flow_20260213_qs3cvt,allow,0.26842445,0.00000000,0.67106113,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_qv4jad_success.json,flow_20260213_qv4jad,allow,0.22552210,0.00000000,0.56380526,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_r5o6cg_success.json,flow_20260213_r5o6cg,allow,0.21114069,0.00000000,0.52785172,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_r7ug4v_success.json,flow_20260213_r7ug4v,allow,0.28134365,0.00000000,0.70335912,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_rjvbat_success.json,flow_20260213_rjvbat,allow,0.27375322,0.00000000,0.68438305,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_sad3rk_success.json,flow_20260213_sad3rk,allow,0.24208059,0.00000000,0.60520147,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_satugh_success.json,flow_20260213_satugh,challenge,0.30526240,0.00000000,0.76315600,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_sodnkv_success.json,flow_20260213_sodnkv,allow,0.24296234,0.00000000,0.60740585,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_sr2xtx_success.json,flow_20260213_sr2xtx,allow,0.27811766,0.00000000,0.69529416,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_stnejc_success.json,flow_20260213_stnejc,allow,0.28787782,0.00000000,0.71969456,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_sxosvp_success.json,flow_20260213_sxosvp,allow,0.26950581,0.00000000,0.67376454,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_syukzx_success.json,flow_20260213_syukzx,allow,0.27741073,0.00000000,0.69352682,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_t3qo4k_success.json,flow_20260213_t3qo4k,allow,0.24567656,0.00000000,0.61419139,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_t95h8a_success.json,flow_20260213_t95h8a,allow,0.27307628,0.00000000,0.68269070,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_takyzx_success.json,flow_20260213_takyzx,allow,0.24925158,0.00000000,0.62312895,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_tgsaa5_success.json,flow_20260213_tgsaa5,allow,0.26885898,0.00000000,0.67214745,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_th1vbg_success.json,flow_20260213_th1vbg,allow,0.23318047,0.00000000,0.58295119,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_tp8jf0_success.json,flow_20260213_tp8jf0,allow,0.22085227,0.00000000,0.55213067,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_tspznn_success.json,flow_20260213_tspznn,allow,0.26650570,0.00000000,0.66626425,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_tu1wiy_success.json,flow_20260213_tu1wiy,allow,0.28350483,0.00000000,0.70876207,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_tueht7_success.json,flow_20260213_tueht7,challenge,0.30339175,0.00000000,0.75847937,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ty2okg_success.json,flow_20260213_ty2okg,allow,0.26304146,0.00000000,0.65760366,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ty8nwj_success.json,flow_20260213_ty8nwj,allow,0.23775400,0.00000000,0.59438500,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_u3fldc_success.json,flow_20260213_u3fldc,allow,0.28530738,0.00000000,0.71326844,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_u4wt8a_success.json,flow_20260213_u4wt8a,allow,0.26965645,0.00000000,0.67414113,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_u6xo9e_success.json,flow_20260213_u6xo9e,challenge,0.31982635,0.00000000,0.79956587,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_uefkp1_success.json,flow_20260213_uefkp1,challenge,0.30062660,0.00000000,0.75156651,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ulcqfs_success.json,flow_20260213_ulcqfs,allow,0.27098523,0.00000000,0.67746307,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_uo276b_success.json,flow_20260213_uo276b,allow,0.21218265,0.00000000,0.53045662,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_updpvb_success.json,flow_20260213_updpvb,allow,0.29663861,0.00000000,0.74159652,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_uqqeod_success.json,flow_20260213_uqqeod,allow,0.24891249,0.00000000,0.62228122,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_urso52_success.json,flow_20260213_urso52,allow,0.25582656,0.00000000,0.63956640,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ut5j2p_success.json,flow_20260213_ut5j2p,allow,0.26836836,0.00000000,0.67092090,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_uxylxw_success.json,flow_20260213_uxylxw,allow,0.25308035,0.00000000,0.63270089,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vbikj8_success.json,flow_20260213_vbikj8,allow,0.28329461,0.00000000,0.70823653,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vciu8l_success.json,flow_20260213_vciu8l,allow,0.18405513,0.00000000,0.46013783,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vermsy_success.json,flow_20260213_vermsy,allow,0.26309076,0.00000000,0.65772689,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vgjwh1_success.json,flow_20260213_vgjwh1,allow,0.26759033,0.00000000,0.66897583,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vii14n_success.json,flow_20260213_vii14n,allow,0.29099228,0.00000000,0.72748070,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vk2cdh_success.json,flow_20260213_vk2cdh,challenge,0.30216288,0.00000000,0.75540719,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vwajwb_success.json,flow_20260213_vwajwb,allow,0.24929870,0.00000000,0.62324674,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_vyuqv6_success.json,flow_20260213_vyuqv6,allow,0.22793048,0.00000000,0.56982621,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_w8ibbm_success.json,flow_20260213_w8ibbm,allow,0.20974274,0.00000000,0.52435686,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wb07uj_success.json,flow_20260213_wb07uj,allow,0.26627643,0.00000000,0.66569108,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wcep57_success.json,flow_20260213_wcep57,allow,0.29313842,0.00000000,0.73284605,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wcjqt2_success.json,flow_20260213_wcjqt2,challenge,0.34423103,0.00000000,0.86057758,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wecjcz_success.json,flow_20260213_wecjcz,allow,0.26134325,0.00000000,0.65335812,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wggnyw_success.json,flow_20260213_wggnyw,allow,0.26026379,0.00000000,0.65065948,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wka7u0_success.json,flow_20260213_wka7u0,allow,0.28025248,0.00000000,0.70063121,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wyy06o_success.json,flow_20260213_wyy06o,allow,0.23080477,0.00000000,0.57701194,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_wyza7l_success.json,flow_20260213_wyza7l,allow,0.20230422,0.00000000,0.50576055,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_x0ses9_success.json,flow_20260213_x0ses9,allow,0.29124955,0.00000000,0.72812388,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_x6usnn_success.json,flow_20260213_x6usnn,allow,0.23523151,0.00000000,0.58807879,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_xjet3k_success.json,flow_20260213_xjet3k,allow,0.28637498,0.00000000,0.71593745,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_xqvipv_success.json,flow_20260213_xqvipv,allow,0.23148731,0.00000000,0.57871827,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_xvq7q6_success.json,flow_20260213_xvq7q6,allow,0.26764517,0.00000000,0.66911293,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yajg5l_success.json,flow_20260213_yajg5l,allow,0.24372414,0.00000000,0.60931034,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yg4uzx_success.json,flow_20260213_yg4uzx,allow,0.28712438,0.00000000,0.71781095,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ygb15w_success.json,flow_20260213_ygb15w,allow,0.28677656,0.00000000,0.71694139,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yghmoo_success.json,flow_20260213_yghmoo,allow,0.22786697,0.00000000,0.56966742,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yhcupk_success.json,flow_20260213_yhcupk,allow,0.29631435,0.00000000,0.74078588,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ykkalu_success.json,flow_20260213_ykkalu,allow,0.25795151,0.00000000,0.64487877,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yktprc_success.json,flow_20260213_yktprc,allow,0.29877545,0.00000000,0.74693863,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ylevj7_success.json,flow_20260213_ylevj7,allow,0.27717994,0.00000000,0.69294985,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_ynitt0_success.json,flow_20260213_ynitt0,allow,0.25297358,0.00000000,0.63243395,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yqe5po_success.json,flow_20260213_yqe5po,challenge,0.30390781,0.00000000,0.75976953,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yr2axb_success.json,flow_20260213_yr2axb,allow,0.28571762,0.00000000,0.71429404,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yrnfxu_success.json,flow_20260213_yrnfxu,allow,0.24794764,0.00000000,0.61986910,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_yyq7zi_success.json,flow_20260213_yyq7zi,allow,0.22804286,0.00000000,0.57010714,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_z2qdjy_success.json,flow_20260213_z2qdjy,allow,0.28535478,0.00000000,0.71338694,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_z8mdwa_success.json,flow_20260213_z8mdwa,allow,0.28485644,0.00000000,0.71214111,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_za5cmt_success.json,flow_20260213_za5cmt,allow,0.28053383,0.00000000,0.70133458,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_zlol4g_success.json,flow_20260213_zlol4g,allow,0.26471570,0.00000000,0.66178926,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_zrjndf_success.json,flow_20260213_zrjndf,allow,0.27012357,0.00000000,0.67530891,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_zrz7zj_success.json,flow_20260213_zrz7zj,allow,0.27738047,0.00000000,0.69345117,0.00000000,
logs\macro_v2\20260213_perf001_flow_20260213_zuz2sb_success.json,flow_20260213_zuz2sb,allow,0.29489490,0.00000000,0.73723725,0.00000000,
